BusinessPartner,Customer,Supplier,AcademicTitle,AuthorizationGroup,BusinessPartnerCategory,BusinessPartnerFullName,BusinessPartnerGrouping,BusinessPartnerName,BusinessPartnerUUID,CorrespondenceLanguage,CreatedByUser,CreationDate,CreationTime,FirstName,FormOfAddress,Industry,InternationalLocationNumber1,InternationalLocationNumber2,IsFemale,IsMale,IsNaturalPerson,IsSexUnknown,GenderCodeName,Language,LastChangeDate,LastChangeTime,LastChangedByUser,LastName,LegalForm,OrganizationBPName1,OrganizationBPName2,OrganizationBPName3,OrganizationBPName4,OrganizationFoundationDate,OrganizationLiquidationDate,SearchTerm1,SearchTerm2,AdditionalLastName,BirthDate,BusinessPartnerBirthDateStatus,BusinessPartnerBirthplaceName,BusinessPartnerDeathDate,BusinessPartnerIsBlocked,BusinessPartnerType,ETag,GroupBusinessPartnerName1,GroupBusinessPartnerName2,IndependentAddressID,InternationalLocationNumber3,MiddleName,NameCountry,NameFormat,PersonFullName,PersonNumber,IsMarkedForArchiving,BusinessPartnerIDByExtSystem,BusinessPartnerPrintFormat,BusinessPartnerOccupation,BusPartMaritalStatus,BusPartNationality,BusinessPartnerBirthName,BusinessPartnerSupplementName,NaturalPersonEmployerName,LastNamePrefix,LastNameSecondPrefix,Initials,BPDataControllerIsNotRequired,TradingPartner
r-10280348,r-10280348,r-10280348,0348,0348,8,BusinessPartnerFullName-10280348,0348,BusinessPartnerName-10280348,10280348-c0de-47eb-a6db-bf08d9a99e0d,48,ser-10280348,2003-11-24,22:59:53,FirstName-10280348,0348,y-10280348,0280348,80348,true,true,8,true,8,48,2011-01-13,22:59:53,ser-10280348,LastName-10280348,48,OrganizationBPName1-10280348,OrganizationBPName2-10280348,OrganizationBPName3-10280348,OrganizationBPName4-10280348,2021-05-08,2018-07-18,SearchTerm1-10280348,SearchTerm2-10280348,AdditionalLastName-10280348,2010-08-28,8,BusinessPartnerBirthplaceName-10280348,2009-12-02,true,0348,ETag-10280348,GroupBusinessPartnerName1-10280348,GroupBusinessPartnerName2-10280348,D-10280348,8,MiddleName-10280348,348,48,PersonFullName-10280348,r-10280348,true,ByExtSystem-10280348,8,0348,8,348,BusinessPartnerBirthName-10280348,0348,NaturalPersonEmployerName-10280348,0348,0348,s-10280348,true,280348
r-10280349,r-10280349,r-10280349,0349,0349,9,BusinessPartnerFullName-10280349,0349,BusinessPartnerName-10280349,10280349-23bc-4e3b-828c-04dba5706c1e,49,ser-10280349,2000-10-04,22:59:53,FirstName-10280349,0349,y-10280349,0280349,80349,false,false,9,false,9,49,2018-07-17,22:59:53,ser-10280349,LastName-10280349,49,OrganizationBPName1-10280349,OrganizationBPName2-10280349,OrganizationBPName3-10280349,OrganizationBPName4-10280349,2019-08-11,2022-03-30,SearchTerm1-10280349,SearchTerm2-10280349,AdditionalLastName-10280349,2002-03-09,9,BusinessPartnerBirthplaceName-10280349,2008-09-02,false,0349,ETag-10280349,GroupBusinessPartnerName1-10280349,GroupBusinessPartnerName2-10280349,D-10280349,9,MiddleName-10280349,349,49,PersonFullName-10280349,r-10280349,false,ByExtSystem-10280349,9,0349,9,349,BusinessPartnerBirthName-10280349,0349,NaturalPersonEmployerName-10280349,0349,0349,s-10280349,false,280349
r-10280350,r-10280350,r-10280350,0350,0350,0,BusinessPartnerFullName-10280350,0350,BusinessPartnerName-10280350,10280350-3620-4dd0-96a8-5373fd44c078,50,ser-10280350,2012-10-03,22:59:53,FirstName-10280350,0350,y-10280350,0280350,80350,true,true,0,true,0,50,2010-11-15,22:59:53,ser-10280350,LastName-10280350,50,OrganizationBPName1-10280350,OrganizationBPName2-10280350,OrganizationBPName3-10280350,OrganizationBPName4-10280350,2005-04-10,2022-08-11,SearchTerm1-10280350,SearchTerm2-10280350,AdditionalLastName-10280350,2003-05-22,0,BusinessPartnerBirthplaceName-10280350,2009-02-15,true,0350,ETag-10280350,GroupBusinessPartnerName1-10280350,GroupBusinessPartnerName2-10280350,D-10280350,0,MiddleName-10280350,350,50,PersonFullName-10280350,r-10280350,true,ByExtSystem-10280350,0,0350,0,350,BusinessPartnerBirthName-10280350,0350,NaturalPersonEmployerName-10280350,0350,0350,s-10280350,true,280350
r-10280351,r-10280351,r-10280351,0351,0351,1,BusinessPartnerFullName-10280351,0351,BusinessPartnerName-10280351,10280351-eeb2-43bc-85c7-89030533bc91,51,ser-10280351,2005-05-24,22:59:53,FirstName-10280351,0351,y-10280351,0280351,80351,false,false,1,false,1,51,2019-09-10,22:59:53,ser-10280351,LastName-10280351,51,OrganizationBPName1-10280351,OrganizationBPName2-10280351,OrganizationBPName3-10280351,OrganizationBPName4-10280351,2011-12-27,2019-01-07,SearchTerm1-10280351,SearchTerm2-10280351,AdditionalLastName-10280351,2017-03-28,1,BusinessPartnerBirthplaceName-10280351,2009-10-22,false,0351,ETag-10280351,GroupBusinessPartnerName1-10280351,GroupBusinessPartnerName2-10280351,D-10280351,1,MiddleName-10280351,351,51,PersonFullName-10280351,r-10280351,false,ByExtSystem-10280351,1,0351,1,351,BusinessPartnerBirthName-10280351,0351,NaturalPersonEmployerName-10280351,0351,0351,s-10280351,false,280351
r-10280352,r-10280352,r-10280352,0352,0352,2,BusinessPartnerFullName-10280352,0352,BusinessPartnerName-10280352,10280352-6640-4093-aed1-085215e9d456,52,ser-10280352,2006-07-09,22:59:53,FirstName-10280352,0352,y-10280352,0280352,80352,true,true,2,true,2,52,2009-11-03,22:59:53,ser-10280352,LastName-10280352,52,OrganizationBPName1-10280352,OrganizationBPName2-10280352,OrganizationBPName3-10280352,OrganizationBPName4-10280352,2005-02-26,2010-03-31,SearchTerm1-10280352,SearchTerm2-10280352,AdditionalLastName-10280352,2003-09-05,2,BusinessPartnerBirthplaceName-10280352,2000-07-28,true,0352,ETag-10280352,GroupBusinessPartnerName1-10280352,GroupBusinessPartnerName2-10280352,D-10280352,2,MiddleName-10280352,352,52,PersonFullName-10280352,r-10280352,true,ByExtSystem-10280352,2,0352,2,352,BusinessPartnerBirthName-10280352,0352,NaturalPersonEmployerName-10280352,0352,0352,s-10280352,true,280352
r-10280353,r-10280353,r-10280353,0353,0353,3,BusinessPartnerFullName-10280353,0353,BusinessPartnerName-10280353,10280353-c5ca-4f7b-be34-eab504e6cb6f,53,ser-10280353,2021-01-29,22:59:53,FirstName-10280353,0353,y-10280353,0280353,80353,false,false,3,false,3,53,2012-05-25,22:59:53,ser-10280353,LastName-10280353,53,OrganizationBPName1-10280353,OrganizationBPName2-10280353,OrganizationBPName3-10280353,OrganizationBPName4-10280353,2020-10-02,2014-06-09,SearchTerm1-10280353,SearchTerm2-10280353,AdditionalLastName-10280353,2016-06-04,3,BusinessPartnerBirthplaceName-10280353,2007-01-15,false,0353,ETag-10280353,GroupBusinessPartnerName1-10280353,GroupBusinessPartnerName2-10280353,D-10280353,3,MiddleName-10280353,353,53,PersonFullName-10280353,r-10280353,false,ByExtSystem-10280353,3,0353,3,353,BusinessPartnerBirthName-10280353,0353,NaturalPersonEmployerName-10280353,0353,0353,s-10280353,false,280353
r-10280354,r-10280354,r-10280354,0354,0354,4,BusinessPartnerFullName-10280354,0354,BusinessPartnerName-10280354,10280354-5b6b-41bc-a3a6-ff580664e27b,54,ser-10280354,2019-06-05,22:59:53,FirstName-10280354,0354,y-10280354,0280354,80354,true,true,4,true,4,54,2002-07-10,22:59:53,ser-10280354,LastName-10280354,54,OrganizationBPName1-10280354,OrganizationBPName2-10280354,OrganizationBPName3-10280354,OrganizationBPName4-10280354,2015-01-16,2017-01-04,SearchTerm1-10280354,SearchTerm2-10280354,AdditionalLastName-10280354,2008-09-10,4,BusinessPartnerBirthplaceName-10280354,2014-01-11,true,0354,ETag-10280354,GroupBusinessPartnerName1-10280354,GroupBusinessPartnerName2-10280354,D-10280354,4,MiddleName-10280354,354,54,PersonFullName-10280354,r-10280354,true,ByExtSystem-10280354,4,0354,4,354,BusinessPartnerBirthName-10280354,0354,NaturalPersonEmployerName-10280354,0354,0354,s-10280354,true,280354
r-10280355,r-10280355,r-10280355,0355,0355,5,BusinessPartnerFullName-10280355,0355,BusinessPartnerName-10280355,10280355-a047-483d-a515-c8b024ea25f7,55,ser-10280355,2021-07-27,22:59:53,FirstName-10280355,0355,y-10280355,0280355,80355,false,false,5,false,5,55,2001-04-24,22:59:53,ser-10280355,LastName-10280355,55,OrganizationBPName1-10280355,OrganizationBPName2-10280355,OrganizationBPName3-10280355,OrganizationBPName4-10280355,2014-10-22,2022-09-07,SearchTerm1-10280355,SearchTerm2-10280355,AdditionalLastName-10280355,2018-04-17,5,BusinessPartnerBirthplaceName-10280355,2005-05-21,false,0355,ETag-10280355,GroupBusinessPartnerName1-10280355,GroupBusinessPartnerName2-10280355,D-10280355,5,MiddleName-10280355,355,55,PersonFullName-10280355,r-10280355,false,ByExtSystem-10280355,5,0355,5,355,BusinessPartnerBirthName-10280355,0355,NaturalPersonEmployerName-10280355,0355,0355,s-10280355,false,280355
r-10280356,r-10280356,r-10280356,0356,0356,6,BusinessPartnerFullName-10280356,0356,BusinessPartnerName-10280356,10280356-654a-404d-8e5e-bd44b537938b,56,ser-10280356,2002-06-26,22:59:53,FirstName-10280356,0356,y-10280356,0280356,80356,true,true,6,true,6,56,2000-08-22,22:59:53,ser-10280356,LastName-10280356,56,OrganizationBPName1-10280356,OrganizationBPName2-10280356,OrganizationBPName3-10280356,OrganizationBPName4-10280356,2023-07-11,2014-08-06,SearchTerm1-10280356,SearchTerm2-10280356,AdditionalLastName-10280356,2017-10-17,6,BusinessPartnerBirthplaceName-10280356,2015-10-12,true,0356,ETag-10280356,GroupBusinessPartnerName1-10280356,GroupBusinessPartnerName2-10280356,D-10280356,6,MiddleName-10280356,356,56,PersonFullName-10280356,r-10280356,true,ByExtSystem-10280356,6,0356,6,356,BusinessPartnerBirthName-10280356,0356,NaturalPersonEmployerName-10280356,0356,0356,s-10280356,true,280356
r-10280357,r-10280357,r-10280357,0357,0357,7,BusinessPartnerFullName-10280357,0357,BusinessPartnerName-10280357,10280357-c3c7-4cca-8525-17b69c0979f2,57,ser-10280357,2004-05-05,22:59:53,FirstName-10280357,0357,y-10280357,0280357,80357,false,false,7,false,7,57,2013-03-19,22:59:53,ser-10280357,LastName-10280357,57,OrganizationBPName1-10280357,OrganizationBPName2-10280357,OrganizationBPName3-10280357,OrganizationBPName4-10280357,2012-03-15,2017-11-07,SearchTerm1-10280357,SearchTerm2-10280357,AdditionalLastName-10280357,2011-03-14,7,BusinessPartnerBirthplaceName-10280357,2001-01-17,false,0357,ETag-10280357,GroupBusinessPartnerName1-10280357,GroupBusinessPartnerName2-10280357,D-10280357,7,MiddleName-10280357,357,57,PersonFullName-10280357,r-10280357,false,ByExtSystem-10280357,7,0357,7,357,BusinessPartnerBirthName-10280357,0357,NaturalPersonEmployerName-10280357,0357,0357,s-10280357,false,280357
r-10280358,r-10280358,r-10280358,0358,0358,8,BusinessPartnerFullName-10280358,0358,BusinessPartnerName-10280358,10280358-ed3c-4377-8982-aa816d641157,58,ser-10280358,2021-06-10,22:59:53,FirstName-10280358,0358,y-10280358,0280358,80358,true,true,8,true,8,58,2000-05-08,22:59:53,ser-10280358,LastName-10280358,58,OrganizationBPName1-10280358,OrganizationBPName2-10280358,OrganizationBPName3-10280358,OrganizationBPName4-10280358,2003-03-16,2006-11-21,SearchTerm1-10280358,SearchTerm2-10280358,AdditionalLastName-10280358,2018-07-16,8,BusinessPartnerBirthplaceName-10280358,2022-06-28,true,0358,ETag-10280358,GroupBusinessPartnerName1-10280358,GroupBusinessPartnerName2-10280358,D-10280358,8,MiddleName-10280358,358,58,PersonFullName-10280358,r-10280358,true,ByExtSystem-10280358,8,0358,8,358,BusinessPartnerBirthName-10280358,0358,NaturalPersonEmployerName-10280358,0358,0358,s-10280358,true,280358
r-10280359,r-10280359,r-10280359,0359,0359,9,BusinessPartnerFullName-10280359,0359,BusinessPartnerName-10280359,10280359-380a-43e9-920e-3bb711416a2e,59,ser-10280359,2012-12-14,22:59:53,FirstName-10280359,0359,y-10280359,0280359,80359,false,false,9,false,9,59,2004-07-02,22:59:53,ser-10280359,LastName-10280359,59,OrganizationBPName1-10280359,OrganizationBPName2-10280359,OrganizationBPName3-10280359,OrganizationBPName4-10280359,2000-04-25,2000-09-09,SearchTerm1-10280359,SearchTerm2-10280359,AdditionalLastName-10280359,2011-06-25,9,BusinessPartnerBirthplaceName-10280359,2013-11-20,false,0359,ETag-10280359,GroupBusinessPartnerName1-10280359,GroupBusinessPartnerName2-10280359,D-10280359,9,MiddleName-10280359,359,59,PersonFullName-10280359,r-10280359,false,ByExtSystem-10280359,9,0359,9,359,BusinessPartnerBirthName-10280359,0359,NaturalPersonEmployerName-10280359,0359,0359,s-10280359,false,280359
r-10280360,r-10280360,r-10280360,0360,0360,0,BusinessPartnerFullName-10280360,0360,BusinessPartnerName-10280360,10280360-f2f8-47aa-8b78-d224487d0786,60,ser-10280360,2016-01-07,22:59:53,FirstName-10280360,0360,y-10280360,0280360,80360,true,true,0,true,0,60,2012-05-28,22:59:53,ser-10280360,LastName-10280360,60,OrganizationBPName1-10280360,OrganizationBPName2-10280360,OrganizationBPName3-10280360,OrganizationBPName4-10280360,2018-01-07,2000-08-11,SearchTerm1-10280360,SearchTerm2-10280360,AdditionalLastName-10280360,2022-11-28,0,BusinessPartnerBirthplaceName-10280360,2014-07-25,true,0360,ETag-10280360,GroupBusinessPartnerName1-10280360,GroupBusinessPartnerName2-10280360,D-10280360,0,MiddleName-10280360,360,60,PersonFullName-10280360,r-10280360,true,ByExtSystem-10280360,0,0360,0,360,BusinessPartnerBirthName-10280360,0360,NaturalPersonEmployerName-10280360,0360,0360,s-10280360,true,280360
r-10280361,r-10280361,r-10280361,0361,0361,1,BusinessPartnerFullName-10280361,0361,BusinessPartnerName-10280361,10280361-37f0-4f32-bd24-2cbc79305881,61,ser-10280361,2011-01-15,22:59:53,FirstName-10280361,0361,y-10280361,0280361,80361,false,false,1,false,1,61,2002-06-27,22:59:53,ser-10280361,LastName-10280361,61,OrganizationBPName1-10280361,OrganizationBPName2-10280361,OrganizationBPName3-10280361,OrganizationBPName4-10280361,2018-06-25,2020-05-08,SearchTerm1-10280361,SearchTerm2-10280361,AdditionalLastName-10280361,2001-09-23,1,BusinessPartnerBirthplaceName-10280361,2005-11-20,false,0361,ETag-10280361,GroupBusinessPartnerName1-10280361,GroupBusinessPartnerName2-10280361,D-10280361,1,MiddleName-10280361,361,61,PersonFullName-10280361,r-10280361,false,ByExtSystem-10280361,1,0361,1,361,BusinessPartnerBirthName-10280361,0361,NaturalPersonEmployerName-10280361,0361,0361,s-10280361,false,280361
r-10280362,r-10280362,r-10280362,0362,0362,2,BusinessPartnerFullName-10280362,0362,BusinessPartnerName-10280362,10280362-a4ee-47e2-8f87-8909c0fa7c12,62,ser-10280362,2010-10-19,22:59:53,FirstName-10280362,0362,y-10280362,0280362,80362,true,true,2,true,2,62,2001-04-11,22:59:53,ser-10280362,LastName-10280362,62,OrganizationBPName1-10280362,OrganizationBPName2-10280362,OrganizationBPName3-10280362,OrganizationBPName4-10280362,2020-07-28,2009-07-08,SearchTerm1-10280362,SearchTerm2-10280362,AdditionalLastName-10280362,2016-08-28,2,BusinessPartnerBirthplaceName-10280362,2012-07-31,true,0362,ETag-10280362,GroupBusinessPartnerName1-10280362,GroupBusinessPartnerName2-10280362,D-10280362,2,MiddleName-10280362,362,62,PersonFullName-10280362,r-10280362,true,ByExtSystem-10280362,2,0362,2,362,BusinessPartnerBirthName-10280362,0362,NaturalPersonEmployerName-10280362,0362,0362,s-10280362,true,280362
r-10280363,r-10280363,r-10280363,0363,0363,3,BusinessPartnerFullName-10280363,0363,BusinessPartnerName-10280363,10280363-f0a8-497d-9de7-d675e2a2e924,63,ser-10280363,2023-05-01,22:59:53,FirstName-10280363,0363,y-10280363,0280363,80363,false,false,3,false,3,63,2014-08-17,22:59:53,ser-10280363,LastName-10280363,63,OrganizationBPName1-10280363,OrganizationBPName2-10280363,OrganizationBPName3-10280363,OrganizationBPName4-10280363,2010-04-23,2013-02-14,SearchTerm1-10280363,SearchTerm2-10280363,AdditionalLastName-10280363,2007-08-22,3,BusinessPartnerBirthplaceName-10280363,2012-06-23,false,0363,ETag-10280363,GroupBusinessPartnerName1-10280363,GroupBusinessPartnerName2-10280363,D-10280363,3,MiddleName-10280363,363,63,PersonFullName-10280363,r-10280363,false,ByExtSystem-10280363,3,0363,3,363,BusinessPartnerBirthName-10280363,0363,NaturalPersonEmployerName-10280363,0363,0363,s-10280363,false,280363
